Count Start Date,Road Name,Carriageway Start Name,Carriageway End Name,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total,latitude,longitude
2018-12-24,KARIOITAHI RD HC-WK1,KOHEKOHE-KARIOITAHI RD,PVT RD LHS CASTAWAYS RESORT,991.0,1191.0,1537.0,1846.0,70,,198,,240,,0.94,0.02,0.04,0.0,0.0,0.04,-37.273182792290434,174.678837606546
2018-12-24,NORTH RD HC-WK1,BROWNS BRIDGE 1ST ABUTMENT,STOCK UNDERPASS,1777.0,2075.0,2408.0,3229.0,140,,367,,376,,0.9,0.03,0.06,0.0,0.0,0.06,-36.96762840442507,175.04998754383308
2018-12-28,KAHIKATEA FLAT RD (HC1),RAPSON RD,S HWAY 16,5363.0,5466.0,5761.0,5687.0,417,,727,,589,,0.9,0.03,0.02,0.02,0.0,0.04,-36.624992141803524,174.504035703899
2018-12-28,HIBISCUS COAST HWAY (SDALE - NTHBND) (HC2),,WAINUI RD NTH OF TR ISL,14834.0,14843.0,15120.0,14611.0,931,,1613,,1533,,0.89,0.02,0.05,0.02,0.01,0.07,-36.61497768306541,174.68262350705754
2018-12-29,LEIGH RD (LEIGH) (HC2),TAKATU RD,OMAHA VALLEY RD,5436.0,5447.0,5331.0,5614.0,379,,617,,609,,0.95,0.02,0.02,0.01,0.0,0.03,-36.34091336986025,174.73434505570066
2018-12-29,MAKORA AVE 505 to 932 m (HC-2),END OF SEAL,START OF SEAL,206.0,207.0,199.0,217.0,17,830.0,27,1045.0,27,1430.0,0.89,0.01,0.03,0.0,0.0,0.03,-36.7884748158301,175.01586553401697
2018-12-29,BETHELLS RD (PVT),WAIRERE RD,DUFFY RD,1148.0,987.0,1151.0,18.0,78,,131,,131,,0.93,0.01,0.03,0.0,0.0,0.04,-36.85712344048356,174.52419792689963
2018-12-29,WAIMANGU RD (HC-2),GORDONS RD,END (GATE),44.0,44.0,51.0,35.0,9,630.0,14,1245.0,7,1530.0,0.83,0.0,0.12,0.0,0.0,0.12,-36.83048618417859,175.0863032568919
2018-12-29,WAIRUA RD (WAIHEKE) (HC-2),VALLEY RD,MCMILLAN RD (POLE RHS),75.0,75.0,82.0,66.0,8,615.0,13,1245.0,13,1600.0,0.95,0.0,0.03,0.0,0.0,0.03,-36.81638831030899,175.05535076300924
2018-12-29,COWES BAY RD (HC-2),END OF SEAL,POWERPOLE #65193,255.0,250.0,253.0,225.0,14,745.0,43,1330.0,43,1430.0,0.96,0.0,0.02,0.0,0.0,0.02,-36.822011119146296,175.1591332703242
2018-12-29,WAIRUA RD EXTN (RP60 RHS) (HC-2),WAIRUA RD,END,22.0,20.0,15.0,10.0,2,715.0,5,1015.0,4,1430.0,0.98,0.0,0.02,0.0,0.0,0.02,-36.81566449591775,175.05446823877253
2018-12-29,WHANGARIPO VALLEY RD (HC2),RUSTYBROOK RD,BORROWS RD,1614.0,1605.0,1699.0,1470.0,109,,196,,180,,0.9,0.03,0.04,0.01,0.0,0.05,-36.287699312755265,174.54739696135303
2018-12-29,WAITAKERE RD (TAUPAKI) (HC2),ACCESS RD,HANHAM RD,2320.0,2320.0,2452.0,2190.0,180,,254,,257,,0.91,0.03,0.04,0.01,0.0,0.04,-36.81993613973469,174.55868635528222
2018-12-29,TAUPAKI RD (HC2),MAIN RD (S.H.16),NIXON RD,3505.0,3560.0,3887.0,3510.0,252,,416,,401,,0.89,0.03,0.05,0.02,0.0,0.06,-36.79029700430943,174.5752436434013
2018-12-29,WHATIPU RD (HC-2),HUIA RD (PPOLE RHS),SPEED DERESTRICTION,488.0,514.0,477.0,676.0,30,715.0,73,1015.0,76,1430.0,0.95,0.01,0.03,0.0,0.0,0.03,-37.016536450143334,174.55629788201605
2018-12-29,SANDSPIT RD (SANDSPIT) (HC2),VIPONDS CULVERT,HAMILTON RD,7173.0,7258.0,7715.0,7223.0,671,,788,,682,,0.92,0.02,0.05,0.0,0.0,0.05,-36.393283144173026,174.66614676960026
2018-12-29,MATAKANA RD (HC2),URBAN-RURAL,GOLF RD,10268.0,10518.0,11075.0,11209.0,950,,1122,,1035,,0.92,0.02,0.04,0.01,0.0,0.05,-36.38427572952872,174.66048070726143
2018-12-29,MATAKANA RD (HC2),SHARP RD,RURAL-URBAN,12849.0,13005.0,13282.0,13510.0,1183,,1375,,1225,,0.94,0.02,0.03,0.0,0.0,0.03,-36.37190692752314,174.68758247024414
2018-12-29,KAHIKATEA FLAT RD (HC2),PINE VALLEY RD,FROST RD,5927.0,6113.0,6750.0,6403.0,497,,865,,633,,0.9,0.03,0.02,0.03,0.0,0.05,-36.638272165110635,174.5993441569903
2018-12-29,PARKHURST RD (HC2),S HWAY 16,URBAN RURAL THRESHOLD,5705.0,5821.0,6086.0,6133.0,429,,648,,580,,0.92,0.03,0.03,0.01,0.0,0.04,-36.671258390721846,174.44011265942981
2018-12-29,SOUTH HEAD RD (HC2),GREEN RD,TARAWERA RD,2753.0,2827.0,2867.0,3158.0,232,,377,,294,,0.86,0.04,0.06,0.01,0.0,0.08,-36.650913170389316,174.4191159524706
2018-12-29,NELSON AVE (WAIHEKE)(HC-2),BRYAN RD (POWERPOLE RHS),WELLINGTON RD (CULVERT LHS),345.0,336.0,338.0,287.0,32,,44,,39,,0.86,0.01,0.07,0.02,0.0,0.09,-36.79345052991829,175.02908542331897
2018-12-29,WOODSIDE BAY RD (HC-2),GORDONS RD,END (GATE),70.0,73.0,88.0,70.0,7,600.0,17,,14,,0.9,0.01,0.06,0.0,0.0,0.06,-36.832197793634705,175.08686551992045
2018-12-29,TRIG HILL RD (HC-2),END OF SEAL,END,392.0,397.0,397.0,424.0,31,,57,,66,,0.81,0.01,0.11,0.0,0.0,0.12,-36.80070797128535,175.08677259078573
2018-12-29,PIHA RD (HC-2),BRIDGE (1ST ABUT),ANAWHATA RD,4567.0,4911.0,5067.0,6477.0,249,,672,,684,,0.95,0.01,0.03,0.0,0.0,0.03,-36.94423954885723,174.5438207567664
2018-12-29,SHELLY BEACH RD EXTN (RP138) (HC-2),SHELLY BEACH RD,END (GATE),114.0,116.0,107.0,134.0,15,800.0,18,1200.0,30,,0.93,0.0,0.06,0.0,0.0,0.07,-36.79998123499995,175.03616168474915
2018-12-29,KAREKARE RD (HC-2),PIHA RD,BRIDGE (1ST ABUTMENT),799.0,848.0,822.0,1122.0,36,,166,,148,,0.96,0.0,0.03,0.0,0.0,0.03,-36.977508444737445,174.48015229955715
2018-12-29,TE MAKIRI RD (HC-2),SEA VIEW RD,END,248.0,243.0,236.0,223.0,24,800.0,35,1245.0,34,,0.88,0.0,0.03,0.01,0.0,0.04,-36.78714945823588,175.06733258479267
2018-12-30,HIBISCUS COAST HWAY (SDALE - NTHBND) (HC2),1 TO 2 LANES,WGP RD NORTH TRAFFIC ISLAND,17477.0,17668.0,19493.0,16796.0,1148,,2015,,1805,,0.89,0.03,0.02,0.03,0.01,0.06,-36.62088551456852,174.67404091271308
2018-12-30,DAIRY FLAT HIGHWAY (HC2),WILKS RD LHS,KAHIKATEA FLAT RD,5582.0,5661.0,6408.0,5310.0,433,,672,,579,,0.87,0.03,0.06,0.02,0.01,0.08,-36.64324247904058,174.64539749303793
2018-12-31,MARAETAI DR HC-WK2,OMANA BEACH RD,CAMPBELL RD,5340.0,5800.0,7093.0,6806.0,311,,752,,844,,0.93,0.02,0.04,0.0,0.0,0.04,-36.87981506111557,175.03006750409816
2018-12-31,CLARKS BEACH RD HC-WK2,FARLEY RD,WHARF RD (POWERPOLE RHS),2378.0,2455.0,2734.0,2560.0,194,,250,,269,,0.88,0.03,0.08,0.0,0.0,0.08,-37.13697143370724,174.73000633898036
2018-12-31,KAWAKAWA-ORERE RD HC-WK2,CASHMORES #1 BRIDGE,CASHMORES #2 BRIDGE,1491.0,1532.0,1729.0,1538.0,89,,242,,239,,0.89,0.04,0.06,0.0,0.0,0.06,-36.98121512040953,175.17824091875673
2018-12-31,ORERE POINT RD HC-WK2,KAWAKAWA-ORERE RD,ROWLANDS BRIDGE 1ST ABTMNT,986.0,986.0,1095.0,881.0,66,,134,,133,,0.89,0.03,0.07,0.0,0.0,0.07,-36.97481032158623,175.22855041591325
2018-12-31,GLENBROOK BEACH RD HC-WK2,BROOKSIDE RD CULVERT RHS,BEACH RD,969.0,982.0,1110.0,920.0,72,,117,,107,,0.87,0.03,0.08,0.0,0.0,0.09,-37.196004022676576,174.73759450271933
2018-12-31,CLEVEDON-KAWAKAWA RD HC-WK2,HOLDENS RD,ATCHISONS BRIDGE-1ST ABTMNT,4020.0,4356.0,5664.0,4726.0,274,,603,,572,,0.85,0.06,0.08,0.0,0.0,0.08,-36.97397252743494,175.06667045310365
2018-12-31,AWHITU RD-HC-WK2,GORDON RD,TE TORO RD,1531.0,1539.0,1667.0,1451.0,118,,231,,186,,0.77,0.06,0.17,0.01,0.0,0.18,-37.18927212244828,174.68196837413797
2018-12-31,JACK LACHLAN DR HC-WK2,ROAD NARROWS,KIBBLEWHITE AVE,1314.0,1374.0,1493.0,1556.0,111,,168,,159,,0.94,0.01,0.04,0.0,0.0,0.05,-36.89679306976365,175.00634537686585
2018-12-31,KARIOITAHI RD HC-WK2,KOHEKOHE-KARIOITAHI RD,PVT RD LHS CASTAWAYS RESORT,1134.0,1281.0,1695.0,1606.0,62,,209,,219,,0.94,0.02,0.03,0.0,0.0,0.03,-37.273182792290434,174.678837606546
2018-12-31,BUCKLANDS BEACH RD-HC-WK2,RICHARD AVE,WELLS RD,9950.0,10553.0,12632.0,11490.0,595,,1021,,1116,,0.95,0.01,0.03,0.0,0.0,0.03,-36.881959888880495,174.91109363943303
2018-12-31,HOWARD RD ORERE POINT HC-WK2,EAST-START SEAL,ORERE POINT RD AT TEE,796.0,803.0,903.0,740.0,46,,110,,125,,0.86,0.02,0.1,0.0,0.0,0.1,-36.959003302912954,175.2447556144379
2018-12-31,WHITFORD-MARAETAI RD HC-WK2,TRIG RD,TURANGA RD (SUMP RHS),9807.0,10227.0,11815.0,10738.0,686,,1099,,1132,,0.92,0.02,0.06,0.0,0.0,0.06,-36.94102438151689,174.97273052447466
2018-12-31,KAWAKAWA BAY COAST RD HC-WK2,TE PAPA RD,END,512.0,562.0,780.0,592.0,35,,118,,116,,0.95,0.01,0.02,0.0,0.0,0.02,-36.9382051718795,175.18224765393256
2018-12-31,ORERE-MATINGARAHI RD HC-WK2,ORERE POINT RD,DEERYS RD PP RHS,941.0,952.0,1006.0,954.0,45,,166,,155,,0.87,0.04,0.08,0.0,0.0,0.08,-36.979333585312396,175.2271658537947
2018-12-31,BEACHLANDS RD-HC-WK2,CONSTELLATION AVE,SHELLY BAY RD RAB,5526.0,5745.0,6456.0,6127.0,400,,558,,550,,0.92,0.02,0.06,0.0,0.0,0.06,-36.88843012163526,175.00681088488665
2018-12-31,NORTH RD HC-WK2,BROWNS BRIDGE 1ST ABUTMENT,STOCK UNDERPASS,2190.0,2481.0,3163.0,3252.0,172,,359,,345,,0.9,0.02,0.05,0.0,0.0,0.06,-36.96762840442507,175.04998754383308
2018-12-31,EASTERN BEACH RD HC-WK2,MCCRYSTAL AVE RAB,VIVIAN WILSON DR,4386.0,4821.0,6079.0,5740.0,259,,569,,800,,0.96,0.01,0.02,0.0,0.0,0.03,-36.871230916184764,174.91017558515935
2019-01-04,KAHIKATEA FLAT RD (HC2),RAPSON RD,S HWAY 16,6352.0,6091.0,5996.0,4880.0,495,,779,,973,,0.89,0.03,0.02,0.02,0.01,0.05,-36.624992141803524,174.504035703899
2019-01-05,MATAKANA RD (HC3),SHARP RD,RURAL-URBAN,13037.0,12934.0,13706.0,11647.0,1172,,1439,,1379,,0.93,0.02,0.03,0.01,0.0,0.04,-36.37190692752314,174.68758247024414
2019-01-05,MATAKANA RD (HC3),URBAN-RURAL,GOLF RD,10905.0,10749.0,11185.0,9533.0,982,,1300,,1207,,0.91,0.02,0.05,0.01,0.0,0.06,-36.38427572952872,174.66048070726143
2019-01-05,SANDSPIT RD (SANDSPIT) (HC3),VIPONDS CULVERT,HAMILTON RD,8421.0,7955.0,7720.0,5860.0,679,,756,,749,,0.9,0.02,0.06,0.01,0.0,0.06,-36.393283144173026,174.66614676960026
2019-01-05,KAHIKATEA FLAT RD (HC3),PINE VALLEY RD,FROST RD,7852.0,7404.0,6987.0,5578.0,597,,899,,1143,,0.88,0.03,0.02,0.04,0.01,0.07,-36.638272165110635,174.5993441569903
2019-01-05,PARKHURST RD (HC3),S HWAY 16,URBAN RURAL THRESHOLD,6190.0,6021.0,6102.0,5094.0,450,,541,,574,,0.91,0.03,0.04,0.01,0.0,0.05,-36.671258390721846,174.44011265942981
2019-01-05,SOUTH HEAD RD (HC3),GREEN RD,TARAWERA RD,2745.0,2643.0,2561.0,2215.0,208,,248,,270,,0.85,0.04,0.07,0.02,0.01,0.1,-36.650913170389316,174.4191159524706
2019-01-05,LEIGH RD (LEIGH) (HC3),TAKATU RD,OMAHA VALLEY RD,5002.0,5080.0,5748.0,4803.0,373,,565,,566,,0.93,0.02,0.02,0.01,0.0,0.04,-36.34091336986025,174.73434505570066
2019-01-05,TAUPAKI RD (HC3),MAIN RD (S.H.16),NIXON RD,4638.0,4410.0,3917.0,3763.0,331,,397,,471,,0.86,0.02,0.06,0.03,0.0,0.1,-36.79029700430943,174.5752436434013
2019-01-05,WAITAKERE RD (TAUPAKI) (HC3),ACCESS RD,HANHAM RD,3446.0,3161.0,2611.0,2286.0,255,,305,,341,,0.88,0.03,0.05,0.02,0.0,0.07,-36.81993613973469,174.55868635528222
2019-01-05,WHANGARIPO VALLEY RD (HC3),RUSTYBROOK RD,BORROWS RD,1712.0,1619.0,1545.0,1225.0,125,,292,,301,,0.86,0.03,0.05,0.02,0.01,0.08,-36.287699312755265,174.54739696135303
2019-01-06,HIBISCUS COAST HWAY (SDALE - NTHBND) (HC3),1 TO 2 LANES,WGP RD NORTH TRAFFIC ISLAND,22549.0,21543.0,21107.0,16944.0,1260,,2057,,2371,,0.87,0.03,0.03,0.04,0.01,0.08,-36.62088551456852,174.67404091271308
2019-01-06,DAIRY FLAT HIGHWAY (HC3),WILKS RD LHS,KAHIKATEA FLAT RD,8435.0,7866.0,7265.0,5627.0,580,,724,,848,,0.84,0.02,0.08,0.03,0.02,0.12,-36.64324247904058,174.64539749303793
2019-01-07,KAHIKATEA FLAT RD (HC3),RAPSON RD,S HWAY 16,6567.0,6419.0,6509.0,5588.0,495,,801,,973,,0.89,0.03,0.03,0.02,0.01,0.06,-36.624992141803524,174.504035703899
2019-01-09,HIBISCUS COAST HWAY (SDALE - NTHBND) (HC3),,WAINUI RD NTH OF TR ISL,19371.0,18664.0,18516.0,15277.0,1038,,1827,,2315,,0.87,0.02,0.06,0.02,0.01,0.09,-36.61497768306541,174.68262350705754
2019-01-09,TAMAKI DR (HC-2),SELWYN AVE,KOHIMARAMA RD,15124.0,15115.0,15824.0,14359.0,1176,800.0,1171,1200.0,1275,,0.91,0.0,0.04,0.01,0.0,0.05,-36.84731658920285,174.83656013835272
2019-01-19,LEIGH RD (LEIGH),RURAL_URBAN,URBAN_RURAL,2885.0,3097.0,4197.0,3054.0,257,745.0,429,1330.0,398,1430.0,0.94,0.02,0.02,0.01,0.0,0.03,-36.313563079240375,174.76642912909224
2019-01-30,LAKE RD (DEVONPORT) - SOUTH BOUND LANE,NAPIER RD,ESMONDE RD,18478.0,18010.0,17538.0,16144.0,1190,,1380,1315.0,1608,,0.86,0.02,0.02,0.04,0.01,0.07,-36.794088251115,174.77632700763834
2019-01-30,ESMONDE RD,BURNS AVE,START OF CENTRE MEDIAN,37090.0,36090.0,34849.0,32331.0,2302,,2771,,2908,,0.87,0.02,0.02,0.04,0.01,0.07,-36.79533848572403,174.7710659550398
2019-02-02,FERRY RD,MCKENZIE AVE,END OF LHS KCC,2590.0,2519.0,2515.0,2171.0,248,,222,,262,,0.96,0.01,0.01,0.0,0.0,0.02,-36.64294081614186,174.74264870994128
2019-02-02,GARFIELD RD (HVILLE),PURIRI ST,HAND RD,2090.0,1958.0,1748.0,1509.0,221,,185,,248,,0.9,0.02,0.04,0.01,0.0,0.05,-36.6827820573449,174.45464158682225
2019-02-02,GARFIELD RD (HVILLE),PURIRI ST,HAND RD,2090.0,1958.0,1748.0,1509.0,221,,185,,248,,0.9,0.02,0.04,0.01,0.0,0.05,-36.6827820573449,174.45464158682225
2019-02-06,LINWOOD RD,SPEED DERESTRICTION,SPEED RESTRICTION,6523.0,6083.0,5214.0,4747.0,700,645.0,455,1115.0,677,,0.87,0.02,0.1,0.0,0.0,0.1,-37.122817545311534,174.81107358936137
2019-02-06,CHARLES RD,GLENBROOK RD,ERNEST GEORGE DR,1496.0,1341.0,1028.0,875.0,189,800.0,114,915.0,155,1615.0,0.85,0.03,0.1,0.01,0.01,0.12,-37.14371475140409,174.87107364417304
2019-02-06,CHARLES RD,STAN WRIGHT RD,GALLOWAY RD,1144.0,1033.0,794.0,712.0,147,800.0,84,915.0,118,1615.0,0.87,0.03,0.09,0.0,0.01,0.11,-37.115394275719844,174.8545639039647
2019-02-06,SEAGROVE RD (WAIAU PA),CHURCH VIEW RD,WRIGHT RD,440.0,421.0,366.0,381.0,51,900.0,48,1300.0,46,1515.0,0.84,0.04,0.1,0.01,0.0,0.11,-37.11110188875263,174.61714704420194
2019-02-06,MCKENZIE RD (KINGSEAT),KINGSEAT RD RAB,WRIGHT RD,3223.0,3066.0,2720.0,2628.0,298,,253,1215.0,310,,0.89,0.03,0.08,0.0,0.0,0.08,-37.131007032368565,174.77615880202288
2019-02-06,URQUHART RD,LAING RD,AULYN DR,376.0,317.0,182.0,159.0,52,900.0,51,1300.0,51,1630.0,0.86,0.03,0.1,0.01,0.0,0.1,-37.08768992354205,174.85158213634335
2019-02-06,URQUHART RD,LINWOOD RD,LAING RD,550.0,481.0,361.0,255.0,70,900.0,57,1300.0,71,1630.0,0.81,0.03,0.13,0.01,0.01,0.15,-37.09189356978278,174.85884001709417
2019-02-06,KINGSEAT RD,WAIAU PA RD,SYDNEY OWEN RD,4452.0,4116.0,3429.0,3118.0,501,615.0,326,1100.0,426,1515.0,0.88,0.03,0.08,0.0,0.01,0.1,-37.147651122598376,174.7972764387071
2019-02-06,LINWOOD RD,BLACKBRIDGE RD,BRIDGE (1ST ABUTMENT),8199.0,7567.0,6266.0,5713.0,905,645.0,551,1115.0,840,,0.9,0.02,0.07,0.0,0.0,0.07,-37.10110167501829,174.871071208578
2019-02-06,LAING RD,LINWOOD RD,BRYANT RD (SIGN),272.0,245.0,186.0,172.0,34,645.0,31,1145.0,34,,0.83,0.03,0.11,0.03,0.01,0.14,-37.10615768068154,174.84926348818587
2019-02-06,KIDD RD (KARAKA),LINWOOD RD,SPEED DERESTRICTION,995.0,925.0,759.0,743.0,108,615.0,80,1100.0,97,1515.0,0.82,0.03,0.14,0.01,0.01,0.15,-37.11286262129619,174.83306320231702
2019-02-06,KARAKA NORTH RD,LINWOOD RD,CATO PEART RD,615.0,562.0,461.0,400.0,55,615.0,73,1100.0,83,1515.0,0.83,0.02,0.11,0.02,0.02,0.15,-37.09108350937011,174.88785843406797
2019-02-06,BATTY RD,HAWTHORNE LANE,BUNGARD RD,592.0,540.0,435.0,387.0,63,,53,,80,,0.84,0.03,0.12,0.01,0.0,0.13,-37.13773398745887,174.84032785962
2019-02-06,LINWOOD RD,SPEED DERESTRICTION,WALTERS RD,12569.0,11585.0,9473.0,8777.0,1465,645.0,867,1145.0,1133,,0.87,0.02,0.11,0.0,0.0,0.11,-37.09039885554446,174.90530240192234
2019-02-06,WRIGHT RD (KINGSEAT),MCKENZIE RD,MATHESON WAY,349.0,338.0,345.0,275.0,37,900.0,34,1230.0,38,1630.0,0.85,0.02,0.1,0.0,0.0,0.11,-37.12370608922782,174.7743785719421
2019-02-06,MUIR RD (KARAKA),BLACKBRIDGE RD,LEWIS RD,560.0,535.0,514.0,432.0,72,,51,1215.0,61,,0.85,0.02,0.11,0.0,0.0,0.12,-37.1146411929138,174.89081797644883
2019-02-07,CAMPBELL RD (GREENLANE) 2266 to 2372 m,TE KAWA RD,AUGUST PL,17128.0,16382.0,14912.0,14124.0,1329,,1309,,1508,,0.96,0.0,0.02,0.01,0.0,0.02,-36.898359107088744,174.79528343624872
2019-02-07,FERGUSON AVE (GREENLANE) 0 to 351 m,CAMPBELL RD,GARLAND RD,435.0,387.0,285.0,247.0,73,,52,,63,,0.95,0.0,0.02,0.01,0.0,0.03,-36.897333568241734,174.79872711337867
2019-02-07,FERNDALE RD 0 to 137 m,ELLERSLIE PANMURE HIGHWAY,MOTU PL,5926.0,5245.0,3787.0,3297.0,585,,382,,589,,0.93,0.0,0.05,0.01,0.0,0.06,-36.897416020406055,174.830499470068
2019-02-07,TAHA RD,FLETCHER RD,MURIWAI RD,1106.0,1032.0,804.0,893.0,161,,126,1315.0,125,,0.92,0.03,0.04,0.01,0.0,0.05,-36.779560540013556,174.4820512419192
2019-02-07,CAMPBELL RD (GREENLANE) 983 to 1191 m,MARIRI RD,MOANA AVE,19539.0,18511.0,16639.0,15245.0,1510,,1489,,1768,,0.97,0.0,0.02,0.0,0.0,0.02,-36.90693223367437,174.7868196096864
2019-02-07,CHURCH ST (ONEHUNGA) 2498 to 2700 m,VICTORIA ST,SPRING ST,11440.0,10052.0,7457.0,5707.0,927,,928,,1012,,0.91,0.0,0.07,0.01,0.0,0.08,-36.92244448144633,174.79098724949193
2019-02-07,CHURCH ST (ONEHUNGA) 3511 to 3636 m,HILL ST,GEORGE TCE,7427.0,6435.0,4415.0,3496.0,767,,535,,734,,0.94,0.0,0.03,0.02,0.0,0.04,-36.92335549493574,174.78015284077085
2019-02-07,CHURCH ST (ONEHUNGA) 3309 to 3459 m,SELWYN ST,CATHERINE ST,7478.0,6507.0,4545.0,3616.0,703,,550,,717,,0.92,0.0,0.05,0.02,0.0,0.07,-36.92318920187701,174.78222581517062
2019-02-07,CAMPBELL RD (GREENLANE) 124 to 385 m,WIDTH CHANGE (HYDRANT LHS),RONGO RD,14199.0,13599.0,12527.0,11672.0,1132,,1095,,1208,,0.96,0.0,0.02,0.0,0.0,0.03,-36.91077521325206,174.77879406545023
2019-02-07,CHURCH ST (ONEHUNGA) 1844 to 2032 m,RAIL CROSSING,MOUNTJOY PL,12273.0,10664.0,7688.0,5599.0,916,,992,,1203,,0.9,0.0,0.07,0.02,0.0,0.09,-36.921729719790584,174.79832351352934
2019-02-07,CHURCH ST (ONEHUNGA) 1316 to 1424 m,HENDERSON PL,PATRICK ST,20272.0,17283.0,11415.0,8209.0,1820,,1476,,2049,,0.89,0.0,0.07,0.02,0.01,0.1,-36.92107542266245,174.80461705743645
2019-02-07,CONSTABLE RD (MURIWAI),TAIAPA RD,GATE,398.0,389.0,392.0,338.0,45,,50,,82,,0.91,0.01,0.02,0.02,0.01,0.05,-36.84222011538746,174.44732754276566
2019-02-07,TAIAPA RD,END OF SEAL,START OF SEAL,345.0,345.0,349.0,341.0,41,,38,1330.0,41,,0.9,0.02,0.06,0.01,0.0,0.07,-36.82510159821111,174.46362166694738
2019-02-07,BARRACK RD 780 to 925 m,MCCRACKEN RD,BOAKES RD,8222.0,7659.0,6833.0,5665.0,750,,612,,899,,0.96,0.0,0.03,0.0,0.0,0.03,-36.90337874947783,174.83660144795084
2019-02-07,HAMILTON RD (WAIMAUKU),MURIWAI RD,WIDTH CHANGE,293.0,289.0,276.0,281.0,31,,37,1315.0,33,,0.86,0.05,0.05,0.02,0.0,0.07,-36.79588697063937,174.47024989839127
2019-02-07,CAPTAIN SPRINGS RD 576 to 738 m,GROTTO ST,CHURCH ST,5263.0,4543.0,3182.0,2303.0,488,,388,,531,,0.84,0.01,0.09,0.03,0.01,0.13,-36.92080099680833,174.80013150095604
2019-02-07,CAMPBELL RD (GREENLANE) 2471 to 2573 m,MASSEY AVE,FERGUSON AVE,34198.0,32803.0,30154.0,28480.0,2614,,2626,,2926,,0.95,0.0,0.03,0.0,0.0,0.04,-36.998329854762005,174.7890127580789
2019-02-07,CHURCH ST (ONEHUNGA) 880 to 1165 m,MAURICE RD,GOODMAN PL,20314.0,17280.0,11230.0,8161.0,1811,,1448,,2108,,0.88,0.0,0.08,0.02,0.01,0.11,-36.92066513457088,174.80848027181193
2019-02-07,GALWAY ST (ONEHUNGA) 491 to 734 m,CHURCH ST (LHS),PRINCES ST (LHS),2417.0,2200.0,1463.0,1851.0,109,,25,1015.0,187,,0.87,0.01,0.09,0.02,0.0,0.12,-36.92381817956455,174.787752550919
2019-02-07,GREAT NORTH RD (WAITAKERE) 2388 to 2478 m,LYNWOOD RD,AOTEA RD,41783.0,39768.0,36872.0,32589.0,3046,,2841,,3177,,0.88,0.02,0.03,0.04,0.01,0.08,-36.90876192140393,174.66589968245407
2019-02-07,GARDNER AVE 677 to 1169 m,HUTCHINSON AVE,ASTLEY AVE,1709.0,1614.0,1485.0,1271.0,187,,147,1015.0,182,,0.96,0.0,0.03,0.01,0.0,0.03,-36.91832610367997,174.67991528391903
2019-02-07,GOLF RD (WAITAKERE) 833 to 1006 m,ASTLEY AVE,TAUPO ST,11482.0,10435.0,8389.0,7248.0,1203,,696,1015.0,1146,,0.95,0.0,0.04,0.0,0.0,0.04,-36.925219174614305,174.68134638451835
2019-02-07,GREAT NORTH RD (CWW) 7138 to 7328 m,BEATRIX ST,VICTOR ST,31116.0,30446.0,30215.0,27325.0,2036,,2151,,2426,,0.9,0.02,0.02,0.03,0.01,0.06,-36.890134795329196,174.69683635016628
2019-02-07,GREAT NORTH RD (CWW) 8528 to 9022 m,LARCH ST,BOUNDARY (BRIDGE 1ST ABUTMENT),23362.0,22421.0,20657.0,19479.0,1586,,1896,,2110,,0.94,0.0,0.03,0.02,0.0,0.05,-36.902033457454856,174.69235243395386
2019-02-07,ARTHUR ST (ONEHUNGA) 878 to 1014 m,GERRARD BEESON PL,SELWYN ST,5464.0,4908.0,3870.0,3168.0,573,,406,,655,,0.93,0.0,0.03,0.03,0.0,0.06,-36.92087273848935,174.78342917941566
2019-02-07,GREAT NORTH RD (WAITAKERE) 276 to 359 m,CRUM AVE,BENTINCK ST (LIGHTPOLE RHS),16505.0,15890.0,15044.0,13659.0,1122,,1270,,1353,,0.94,0.0,0.03,0.02,0.0,0.05,-36.904877453687455,174.68694935149207
2019-02-07,GREAT NORTH RD (WAITAKERE) 3273 to 3654 m,PALM COURT DR,GLENVIEW RD,28354.0,26791.0,24271.0,21496.0,2087,,2018,,2362,,0.89,0.02,0.03,0.03,0.01,0.07,-36.903144951674754,174.6569895869056
2019-02-07,GREAT NORTH RD (WAITAKERE) 3841 to 4308 m,PALMER AVE,HEPBURN RD,35874.0,33874.0,30303.0,27446.0,2779,,2442,,2960,,0.9,0.02,0.03,0.03,0.01,0.07,-36.89966657430262,174.65175181189437
2019-02-07,BEACHCROFT AVE 332 to 819 m,ARTHUR ST,NORMANS HILL RD,7802.0,6901.0,5177.0,4120.0,1147,,599,,947,,0.94,0.01,0.03,0.01,0.0,0.04,-36.92267951925404,174.77352494666184
2019-02-07,HEPBURN RD 1048 to 1269 m,HARMEL RD,CULPERRY RD,5717.0,4912.0,3308.0,2494.0,430,,466,,571,,0.81,0.01,0.12,0.04,0.02,0.17,-36.88979697227593,174.65691418600542
2019-02-07,GOLF RD (WAITAKERE) 2167 to 2558 m,HILLING ST,AVA AVE,12006.0,10890.0,8789.0,7409.0,1336,,752,1015.0,1191,,0.95,0.0,0.03,0.01,0.0,0.04,-36.926280677612816,174.6661461571489
