Road Name,Carriageway Start Name,Carriageway End Name,Description (location of traffic count),Direction,Count Start Date,5 Day ADT,7 Day ADT,Saturday Volume,Sunday Volume,AM Peak Volume,AM Peak Hour,Mid Peak Volume,Mid Peak Hour,PM Peak Volume,PM Peak Hour,Car,LCV,MCV,HCV-I,HCV-II,HCV Total
KIMPTONS RD,QUARRY BRIDGE (1ST ABUTMENT),END (QUARRY GATE),E1778520  N5906106,Both,2018/9/13,1270,975,364,113,152,,148,945,123,,35%,1%,4%,14%,46%,64%
OTEHA VALLEY RD,MAYFAIR VILLAGE,HARROWGLEN DR,E1754122  N5935892,Both,2018/9/19,29070,28457,28089,25761,2133,,2349,945,2568,,89%,2%,4%,3%,1%,8%
GLENESK RD,SEAVIEW RD,END,E1731602  N5909321,Both,2019/2/7,545,628,775,896,40,,123,,128,,96%,0%,2%,0%,0%,2%
MULGAN ST,NEW WINDSOR RD,PASTEUR PL,E1752596  N5913679,Both,2019/2/7,2486,2305,1840,1863,284,,201,,298,,95%,0%,3%,1%,0%,4%
TAMAKI DR,KITEMOANA ST,HAPIMANA ST (SUMP RHS),E1762015  N5920639,Both,2018/12/6,18759,19176,21487,18947,1470,,1583,,1639,,91%,0%,2%,2%,0%,5%
TAMAKI DR,NELIGAN AVE,SAGE RD,E1764493  N5920129,Both,2018/12/6,14992,14579,14693,12402,1148,,1096,,1250,,93%,0%,1%,2%,0%,3%
COWES BAY RD (HC-1),END OF SEAL,POWERPOLE #65193,E1792571  N5922697,Both,2018/12/22,164,153,131,118,14,745,38,1330,36,,94%,0%,3%,0%,0%,4%
COWES BAY RD (HC-2),END OF SEAL,POWERPOLE #65193,E1792571  N5922697,Both,2018/12/29,255,250,253,225,14,745,43,1330,43,1430,96%,0%,2%,0%,0%,2%
LEIGH RD (LEIGH),RURAL_URBAN,URBAN_RURAL,E1758579  N5979824,Both,2019/1/19,2885,3097,4197,3054,257,745,429,1330,398,1430,94%,2%,2%,1%,0%,3%
MAKORA AVE 505 to 932 m (HC-1),END OF SEAL,START OF SEAL,E1779870  N5926697,Both,2018/12/22,172,173,185,163,24,745,28,1100,23,1430,92%,1%,2%,0%,0%,2%
MAKORA AVE 505 to 932 m (HC-2),END OF SEAL,START OF SEAL,E1779870  N5926697,Both,2018/12/29,206,207,199,217,17,830,27,1045,27,1430,89%,1%,3%,0%,0%,3%
PIHA RD (HC-1),BRIDGE (1ST ABUT),ANAWHATA RD,E1737468  N5910200,Both,2018/12/22,3971,3878,3885,3409,238,,542,,556,,95%,1%,3%,0%,0%,4%
PIHA RD (HC-2),BRIDGE (1ST ABUT),ANAWHATA RD,E1737468  N5910200,Both,2018/12/29,4567,4911,5067,6477,249,,672,,684,,95%,1%,3%,0%,0%,3%
SHELLY BEACH RD EXTN (RP138) (HC-1),SHELLY BEACH RD,END (GATE),E1781654  N5925382,Both,2018/12/22,112,100,69,76,23,,32,1200,21,,97%,0%,3%,0%,0%,3%
SHELLY BEACH RD EXTN (RP138) (HC-2),SHELLY BEACH RD,END (GATE),E1781654  N5925382,Both,2018/12/29,114,116,107,134,15,800,18,1200,30,,93%,0%,6%,0%,0%,7%
TAMAKI DR (HC-2),SELWYN AVE,KOHIMARAMA RD,E1763744  N5920491,Both,2019/1/9,15124,15115,15824,14359,1176,800,1171,1200,1275,,91%,0%,4%,1%,0%,5%
TE MAKIRI RD (HC-1),SEA VIEW RD,END,E1784466  N5926746,Both,2018/12/22,194,199,215,210,22,800,28,1100,35,,88%,0%,2%,1%,0%,3%
TE MAKIRI RD (HC-2),SEA VIEW RD,END,E1784466  N5926746,Both,2018/12/29,248,243,236,223,24,800,35,1245,34,,88%,0%,3%,1%,0%,4%
TRIG HILL RD (HC-1),END OF SEAL,END,E1786168  N5925204,Both,2018/12/22,291,287,282,268,32,800,63,1245,44,1445,83%,0%,12%,0%,0%,12%
WAIMANGU RD (HC-1),GORDONS RD,END (GATE),E1786054  N5921901,Both,2018/12/22,39,39,47,30,5,530,10,1245,14,1445,86%,0%,7%,1%,0%,8%
WAIMANGU RD (HC-2),GORDONS RD,END (GATE),E1786054  N5921901,Both,2018/12/29,44,44,51,35,9,630,14,1245,7,1530,83%,0%,12%,0%,0%,12%
WAIRUA RD (WAIHEKE) (HC-1),VALLEY RD,MCMILLAN RD (POLE RHS),E1783327  N5923525,Both,2018/12/22,58,57,62,46,11,700,12,1245,9,1600,90%,0%,3%,1%,0%,3%
WAIRUA RD (WAIHEKE) (HC-2),VALLEY RD,MCMILLAN RD (POLE RHS),E1783327  N5923525,Both,2018/12/29,75,75,82,66,8,615,13,1245,13,1600,95%,0%,3%,0%,0%,3%
WAIRUA RD EXTN (RP60 RHS) (HC-1),WAIRUA RD,END,E1783250  N5923607,Both,2018/12/22,15,13,7,7,3,730,5,1015,4,1430,100%,0%,0%,0%,0%,0%
WAIRUA RD EXTN (RP60 RHS) (HC-2),WAIRUA RD,END,E1783250  N5923607,Both,2018/12/29,22,20,15,10,2,715,5,1015,4,1430,98%,0%,2%,0%,0%,2%
WHATIPU RD 60 to 1010 m (HC-1),HUIA RD (PPOLE RHS),SPEED DERESTRICTION,E1738448  N5902161,Both,2018/12/22,330,332,341,338,22,715,60,1015,63,1430,95%,1%,3%,0%,0%,3%
WHATIPU RD (HC-2),HUIA RD (PPOLE RHS),SPEED DERESTRICTION,E1738448  N5902161,Both,2018/12/29,488,514,477,676,30,715,73,1015,76,1430,95%,1%,3%,0%,0%,3%
WOODSIDE BAY RD (HC-1),GORDONS RD,END (GATE),E1786100  N5921710,Both,2018/12/22,41,36,28,17,7,600,10,1015,11,1430,89%,0%,6%,0%,0%,6%
PALM RD EXTN (RP434 RHS) (HC-1),HILL RD,END,E1782508  N5927504,Both,2018/12/13,989,989,935,1041,69,,108,,123,,78%,1%,16%,1%,0%,17%
PALM RD EXTN (RP434 RHS) (HC-2),HILL RD,END,E1782508  N5927504,Both,2018/12/20,795,811,965,737,70,,112,,116,,80%,0%,16%,0%,0%,17%
DAIRY FLAT HIGHWAY (HC1),WILKS RD LHS,KAHIKATEA FLAT RD,E1747088  N5943442,Both,2018/12/23,5972,5976,5878,6091,473,,696,,604,,89%,2%,5%,2%,1%,7%
DAIRY FLAT HIGHWAY (HC2),WILKS RD LHS,KAHIKATEA FLAT RD,E1747088  N5943442,Both,2018/12/30,5582,5661,6408,5310,433,,672,,579,,87%,3%,6%,2%,1%,8%
DAIRY FLAT HIGHWAY (HC3),WILKS RD LHS,KAHIKATEA FLAT RD,E1747088  N5943442,Both,2019/1/6,8435,7866,7265,5627,580,,724,,848,,84%,2%,8%,3%,2%,12%
KAHIKATEA FLAT RD (HC1),PINE VALLEY RD,FROST RD,E1742980  N5944063,Both,2018/12/22,6305,6457,7250,6428,602,,947,,774,,91%,2%,2%,3%,0%,5%
KAHIKATEA FLAT RD (HC1),RAPSON RD,S HWAY 16,E1734482  N5945674,Both,2018/12/28,5363,5466,5761,5687,417,,727,,589,,90%,3%,2%,2%,0%,4%
KAHIKATEA FLAT RD (HC2),PINE VALLEY RD,FROST RD,E1742980  N5944063,Both,2018/12/29,5927,6113,6750,6403,497,,865,,633,,90%,3%,2%,3%,0%,5%
KAHIKATEA FLAT RD (HC2),RAPSON RD,S HWAY 16,E1734482  N5945674,Both,2019/1/4,6352,6091,5996,4880,495,,779,,973,,89%,3%,2%,2%,1%,5%
KAHIKATEA FLAT RD (HC3),PINE VALLEY RD,FROST RD,E1742980  N5944063,Both,2019/1/5,7852,7404,6987,5578,597,,899,,1143,,88%,3%,2%,4%,1%,7%
KAHIKATEA FLAT RD (HC3),RAPSON RD,S HWAY 16,E1734482  N5945674,Both,2019/1/7,6567,6419,6509,5588,495,,801,,973,,89%,3%,3%,2%,1%,6%
LEIGH RD (LEIGH) (HC1),TAKATU RD,OMAHA VALLEY RD,E1755644  N5976842,Both,2018/12/22,4132,4002,4007,3346,410,,521,,565,,95%,2%,2%,1%,0%,3%
LEIGH RD (LEIGH) (HC2),TAKATU RD,OMAHA VALLEY RD,E1755644  N5976842,Both,2018/12/29,5436,5447,5331,5614,379,,617,,609,,95%,2%,2%,1%,0%,3%
LEIGH RD (LEIGH) (HC3),TAKATU RD,OMAHA VALLEY RD,E1755644  N5976842,Both,2019/1/5,5002,5080,5748,4803,373,,565,,566,,93%,2%,2%,1%,0%,4%
MATAKANA RD (HC1),SHARP RD,RURAL-URBAN,E1751387  N5973478,Both,2018/12/22,11021,10908,11589,9666,1250,,1436,,1248,,94%,2%,3%,0%,0%,4%
MATAKANA RD (HC1),URBAN-RURAL,GOLF RD,E1748932  N5972148,Both,2018/12/22,9242,9098,9430,8044,1074,,1124,,1023,,92%,2%,4%,1%,0%,5%
MATAKANA RD (HC2),SHARP RD,RURAL-URBAN,E1751387  N5973478,Both,2018/12/29,12849,13005,13282,13510,1183,,1375,,1225,,94%,2%,3%,0%,0%,3%
MATAKANA RD (HC2),URBAN-RURAL,GOLF RD,E1748932  N5972148,Both,2018/12/29,10268,10518,11075,11209,950,,1122,,1035,,92%,2%,4%,1%,0%,5%
MATAKANA RD (HC3),SHARP RD,RURAL-URBAN,E1751387  N5973478,Both,2019/1/5,13037,12934,13706,11647,1172,,1439,,1379,,93%,2%,3%,1%,0%,4%
MATAKANA RD (HC3),URBAN-RURAL,GOLF RD,E1748932  N5972148,Both,2019/1/5,10905,10749,11185,9533,982,,1300,,1207,,91%,2%,5%,1%,0%,6%
PARKHURST RD (HC1),S HWAY 16,URBAN RURAL THRESHOLD,E1728689  N5940629,Both,2018/12/22,5399,5565,6552,5409,515,,619,,509,,93%,2%,3%,1%,0%,4%
PARKHURST RD (HC2),S HWAY 16,URBAN RURAL THRESHOLD,E1728689  N5940629,Both,2018/12/29,5705,5821,6086,6133,429,,648,,580,,92%,3%,3%,1%,0%,4%
PARKHURST RD (HC3),S HWAY 16,URBAN RURAL THRESHOLD,E1728689  N5940629,Both,2019/1/5,6190,6021,6102,5094,450,,541,,574,,91%,3%,4%,1%,0%,5%
SOUTH HEAD RD (HC1),GREEN RD,TARAWERA RD,E1726846  N5942914,Both,2018/12/22,2420,2495,2939,2422,223,,273,,238,,87%,3%,7%,1%,1%,9%
SOUTH HEAD RD (HC2),GREEN RD,TARAWERA RD,E1726846  N5942914,Both,2018/12/29,2753,2827,2867,3158,232,,377,,294,,86%,4%,6%,1%,0%,8%
SOUTH HEAD RD (HC3),GREEN RD,TARAWERA RD,E1726846  N5942914,Both,2019/1/5,2745,2643,2561,2215,208,,248,,270,,85%,4%,7%,2%,1%,10%
TAUPAKI RD (HC1),MAIN RD (S.H.16),NIXON RD,E1740548  N5927233,Both,2018/12/22,3537,3706,4461,3798,318,,428,,348,,87%,2%,8%,1%,0%,9%
TAUPAKI RD (HC2),MAIN RD (S.H.16),NIXON RD,E1740548  N5927233,Both,2018/12/29,3505,3560,3887,3510,252,,416,,401,,89%,3%,5%,2%,0%,6%
TAUPAKI RD (HC3),MAIN RD (S.H.16),NIXON RD,E1740548  N5927233,Both,2019/1/5,4638,4410,3917,3763,331,,397,,471,,86%,2%,6%,3%,0%,10%
WAITAKERE RD (TAUPAKI) (HC1),ACCESS RD,HANHAM RD,E1739017  N5923969,Both,2018/12/22,2355,2534,3360,2603,277,,318,,275,,92%,3%,3%,0%,0%,4%
WAITAKERE RD (TAUPAKI) (HC2),ACCESS RD,HANHAM RD,E1739017  N5923969,Both,2018/12/29,2320,2320,2452,2190,180,,254,,257,,91%,3%,4%,1%,0%,4%
WAITAKERE RD (TAUPAKI) (HC3),ACCESS RD,HANHAM RD,E1739017  N5923969,Both,2019/1/5,3446,3161,2611,2286,255,,305,,341,,88%,3%,5%,2%,0%,7%
WAYBY VALLEY RD (HC1),S HWAY 1,RUSTYBROOK RD,E1738873  N5978647,Both,2018/12/22,3470,3306,3122,2667,295,,451,,523,,91%,4%,3%,1%,0%,4%
WHANGARIPO VALLEY RD (HC1),RUSTYBROOK RD,BORROWS RD,E1738960  N5983030,Both,2018/12/22,1357,1282,1252,939,126,,238,,210,,91%,3%,4%,0%,0%,4%
WHANGARIPO VALLEY RD (HC2),RUSTYBROOK RD,BORROWS RD,E1738960  N5983030,Both,2018/12/29,1614,1605,1699,1470,109,,196,,180,,90%,3%,4%,1%,0%,5%
WHANGARIPO VALLEY RD (HC3),RUSTYBROOK RD,BORROWS RD,E1738960  N5983030,Both,2019/1/5,1712,1619,1545,1225,125,,292,,301,,86%,3%,5%,2%,1%,8%
BAIRDS RD,COBHAM CRES,EVERITT RD,E1767233  N5907054,Both,2018/12/12,9878,9569,10042,7551,754,,686,,800,,96%,0%,3%,0%,0%,4%
BAIRDS RD,HAYMAN ST,KEW LANE,E1766909  N5907824,Both,2018/12/12,22963,21870,22419,15857,1556,,1662,,1792,,94%,1%,3%,1%,0%,4%
BAIRDS RD,JUKES PL,CLAYTON AVE,E1766892  N5907445,Both,2018/12/12,12045,11743,12244,9733,845,,789,,945,,96%,1%,3%,0%,0%,3%
BAIRDS RD,MOTORWAY OVERBRIDGE (1ST ABUTMENT),MOTORWAY OVERBRIDGE (2ND ABUTMENT),E1765665  N5908229,Both,2018/12/12,24547,22750,21467,15046,1694,,1594,,1936,,92%,1%,5%,1%,0%,6%
BAIRDS RD,OTARA RD,CORDOBA CRT,E1766634  N5908106,Both,2018/12/12,19085,18170,18574,13195,1279,,1348,,1476,,94%,1%,4%,1%,0%,4%
BUCKLANDS BEACH RD-HC-WK1,RICHARD AVE,WELLS RD,E1770313  N5916517,Both,2018/12/24,9167,9657,10488,11279,564,,958,,998,,95%,1%,3%,0%,0%,3%
BUCKLANDS BEACH RD-HC-WK2,RICHARD AVE,WELLS RD,E1770313  N5916517,Both,2018/12/31,9950,10553,12632,11490,595,,1021,,1116,,95%,1%,3%,0%,0%,3%
CLEVEDON-KAWAKAWA RD HC-WK1,HOLDENS RD,ATCHISONS BRIDGE-1ST ABTMNT,E1783958  N5906019,Both,2018/12/24,3168,3641,4659,4986,273,,482,,473,,84%,7%,8%,0%,0%,8%
CLEVEDON-KAWAKAWA RD HC-WK2,HOLDENS RD,ATCHISONS BRIDGE-1ST ABTMNT,E1783958  N5906019,Both,2018/12/31,4020,4356,5664,4726,274,,603,,572,,85%,6%,8%,0%,0%,8%
EASTERN BEACH RD HC-WK1,MCCRYSTAL AVE RAB,VIVIAN WILSON DR,E1770255  N5917709,Both,2018/12/24,3530,3997,4487,5841,205,,584,,642,,96%,1%,3%,0%,0%,3%
EASTERN BEACH RD HC-WK2,MCCRYSTAL AVE RAB,VIVIAN WILSON DR,E1770255  N5917709,Both,2018/12/31,4386,4821,6079,5740,259,,569,,800,,96%,1%,2%,0%,0%,3%
EDWARD AVE (OTARA),FINLAY PL,ASHTON AVE,E1766205  N5907948,Both,2018/12/12,696,625,508,387,106,,103,,100,,97%,0%,2%,0%,0%,2%
GILBERT RD,LAPPINGTON RD,KAITAWA ST,E1766213  N5908412,Both,2018/12/12,2644,2611,2956,2103,183,,201,,239,,93%,0%,6%,0%,0%,7%
HILLS RD,HAMILL RD,GUBB PL,E1767626  N5907978,Both,2018/12/12,4859,4753,4874,4104,311,,322,,408,,95%,0%,4%,1%,0%,4%
HOWARD RD ORERE POINT HC-WK1,EAST-START SEAL,ORERE POINT RD AT TEE,E1799851  N5907321,Both,2018/12/24,539,646,908,920,51,,109,,109,,87%,2%,7%,0%,0%,7%
HOWARD RD ORERE POINT HC-WK2,EAST-START SEAL,ORERE POINT RD AT TEE,E1799851  N5907321,Both,2018/12/31,796,803,903,740,46,,110,,125,,86%,2%,10%,0%,0%,10%
AWHITU RD-HC-WK1,GORDON RD,TE TORO RD,E1749289  N5882806,Both,2018/12/24,1322,1410,1672,1589,102,,215,,180,,78%,5%,16%,1%,0%,17%
AWHITU RD-HC-WK2,GORDON RD,TE TORO RD,E1749289  N5882806,Both,2018/12/31,1531,1539,1667,1451,118,,231,,186,,77%,6%,17%,1%,0%,18%
KARIOITAHI RD HC-WK1,KOHEKOHE-KARIOITAHI RD,PVT RD LHS CASTAWAYS RESORT,E1748846  N5873501,Both,2018/12/24,991,1191,1537,1846,70,,198,,240,,94%,2%,4%,0%,0%,4%
KARIOITAHI RD HC-WK2,KOHEKOHE-KARIOITAHI RD,PVT RD LHS CASTAWAYS RESORT,E1748846  N5873501,Both,2018/12/31,1134,1281,1695,1606,62,,209,,219,,94%,2%,3%,0%,0%,3%
KAWAKAWA-ORERE RD HC-WK1,CASHMORES #1 BRIDGE ,CASHMORES #2 BRIDGE,E1793872  N5904994,Both,2018/12/24,1088,1245,1602,1675,99,,191,,171,,91%,4%,4%,0%,0%,5%
KAWAKAWA-ORERE RD HC-WK2,CASHMORES #1 BRIDGE,CASHMORES #2 BRIDGE,E1793872  N5904994,Both,2018/12/31,1491,1532,1729,1538,89,,242,,239,,89%,4%,6%,0%,0%,6%
MARAETAI DR HC-WK1,OMANA BEACH RD,CAMPBELL RD,E1780922  N5916536,Both,2018/12/24,4793,5304,5974,7188,306,,767,,826,,92%,2%,4%,0%,0%,5%
MARAETAI DR HC-WK2,OMANA BEACH RD,CAMPBELL RD,E1780922  N5916536,Both,2018/12/31,5340,5800,7093,6806,311,,752,,844,,93%,2%,4%,0%,0%,4%
NORTH RD HC-WK1,BROWNS BRIDGE 1ST ABUTMENT,STOCK UNDERPASS,E1782488  N5906755,Both,2018/12/24,1777,2075,2408,3229,140,,367,,376,,90%,3%,6%,0%,0%,6%
NORTH RD HC-WK2,BROWNS BRIDGE 1ST ABUTMENT,STOCK UNDERPASS,E1782488  N5906755,Both,2018/12/31,2190,2481,3163,3252,172,,359,,345,,90%,2%,5%,0%,0%,6%
ORERE-MATINGARAHI RD HC-WK1,ORERE POINT RD,DEERYS RD PP RHS,E1798232  N5905102,Both,2018/12/24,645,760,1045,1048,55,,127,,124,,88%,3%,7%,0%,0%,8%
ORERE-MATINGARAHI RD HC-WK2,ORERE POINT RD,DEERYS RD PP RHS,E1798232  N5905102,Both,2018/12/31,941,952,1006,954,45,,166,,155,,87%,4%,8%,0%,0%,8%
BEACHLANDS RD-HC-WK1,CONSTELLATION AVE,SHELLY BAY RD RAB,E1778829  N5915624,Both,2018/12/24,6102,5926,5591,5381,605,,760,,666,,92%,1%,6%,0%,0%,7%
BEACHLANDS RD-HC-WK2,CONSTELLATION AVE,SHELLY BAY RD RAB,E1778829  N5915624,Both,2018/12/31,5526,5745,6456,6127,400,,558,,550,,92%,2%,6%,0%,0%,6%
ORERE POINT RD HC-WK1,KAWAKAWA-ORERE RD,ROWLANDS BRIDGE 1ST ABTMNT,E1798367  N5905601,Both,2018/12/24,749,838,1025,1097,72,,120,,123,,90%,3%,6%,0%,0%,6%
ORERE POINT RD HC-WK2,KAWAKAWA-ORERE RD,ROWLANDS BRIDGE 1ST ABTMNT,E1798367  N5905601,Both,2018/12/31,986,986,1095,881,66,,134,,133,,89%,3%,7%,0%,0%,7%
BRADBURY RD,HIGHLAND PARK DRIVE to ,LEXINGTON DR,E1770532  N5914025,Both,2019/2/13,5186,4904,4314,4088,577,,362,,548,,96%,0%,2%,1%,0%,3%
KAREKARE RD (HC-1),PIHA RD,BRIDGE (1ST ABUTMENT),E1731741  N5906599,Both,2018/12/22,608,587,550,521,34,,100,,128,,96%,0%,3%,0%,0%,3%
KAREKARE RD (HC-2),PIHA RD,BRIDGE (1ST ABUTMENT),E1731741  N5906599,Both,2018/12/29,799,848,822,1122,36,,166,,148,,96%,0%,3%,0%,0%,3%
TRIG HILL RD (HC-2),END OF SEAL,END,E1786168  N5925204,Both,2018/12/29,392,397,397,424,31,,57,,66,,81%,1%,11%,0%,0%,12%
WOODSIDE BAY RD (HC-2),GORDONS RD,END (GATE),E1786100  N5921710,Both,2018/12/29,70,73,88,70,7,600,17,,14,,90%,1%,6%,0%,0%,6%
NELSON AVE (WAIHEKE) (HC-1),BRYAN RD (POWERPOLE RHS),WELLINGTON RD (CULVERT LHS),E1781038  N5926120,Both,2018/12/22,292,289,321,242,29,,51,,31,,88%,1%,6%,2%,0%,9%
NELSON AVE (WAIHEKE)(HC-2),BRYAN RD (POWERPOLE RHS),WELLINGTON RD (CULVERT LHS),E1781038  N5926120,Both,2018/12/29,345,336,338,287,32,,44,,39,,86%,1%,7%,2%,0%,9%
FERNAIG ST,GROVE RD,COSGRAVE RD,E1773657  N5897530,Both,2019/2/7,512,461,365,303,51,,42,,61,,94%,0%,3%,1%,0%,4%
POPES RD,PORCHESTER RD,MILL RD,E1772060  N5900313,Both,2019/2/7,2814,2441,1555,1460,377,,335,,388,,85%,2%,8%,2%,1%,12%
ROSEBANK RD (AVONDALE),HONAN PL,MEAD ST,E1749985  N5916603,Both,2019/2/22,21198,19260,15915,12918,1762,,1488,,1469,,92%,1%,5%,1%,0%,7%
COATESVILLE RIVERHEAD HIGHWAY,MAHOENUI VALLEY RD,RURAL-URBAN,E1746353  N5935246,Both,2018/11/21,7760,7001,5571,4632,806,,590,,808,,92%,2%,3%,2%,1%,6%
FERRY RD,MCKENZIE AVE,END OF LHS KCC,E1755783  N5943322,Both,2019/2/2,2590,2519,2515,2171,248,,222,,262,,96%,1%,1%,0%,0%,2%
GARFIELD RD (HVILLE),PURIRI ST,HAND RD,E1729968  N5939331,Both,2019/2/2,2090,1958,1748,1509,221,,185,,248,,90%,2%,4%,1%,0%,5%
GLAMORGAN DR,GEOFFREY RD,WEATHERLY RD,E1754997  N5936708,Both,2019/2/13,4290,4096,3774,3448,449,,324,,418,,93%,1%,3%,2%,0%,5%
MATAKANA RD,70KMPH SIGN,MATAKANA VALLEY RD,E1753871  N5975384,Both,2018/11/27,10610,10499,9599,10848,987,,1236,,1045,,93%,2%,3%,2%,0%,4%
SADDLEBACK RISE,SUNRISE AVE,SADDLEBACK RISE ACWAY SOUTH,E1755523  N5933245,Both,2019/2/13,3578,3384,3089,2708,386,,266,,338,,97%,0%,1%,0%,0%,1%
SUNNYNOOK RD (EAST),BECROFT DR,WEST ABUTMENT MWAY O-BRIDGE,E1755243  N5930207,Both,2018/11/21,16329,15653,14722,13201,1257,,1396,,1566,,97%,0%,1%,1%,0%,2%
TE ONEROA WAY (NB),CARRIAGEWAY SPLIT LEFT,START STAGE,E1755966  N5938158,Both,2019/2/21,1401,1275,981,943,189,,118,,128,,95%,0%,3%,2%,0%,4%
TE ONEROA WAY (SB),CARRIAGEWAY SPLIT RIGHT,END OF STAGE,E1755966  N5938158,Both,2019/2/21,1557,1419,1093,1054,194,,141,,221,,93%,0%,2%,2%,0%,4%
WAYBY VALLEY RD,RUSTYBROOK RD,WHANGARIPO VALLEY RD,E1740629  N5983338,Both,2019/2/20,2580,2611,2597,2777,247,,317,,294,,85%,2%,8%,3%,2%,12%
WHANGARIPO VALLEY RD,BORROWS RD,WAYBY VALLEY RD,E1740573  N5983388,Both,2019/2/20,1599,1432,1012,1018,174,,157,,187,,90%,2%,3%,2%,2%,6%
WHANGARIPO VALLEY RD,WAYBY VALLEY RD,TOMARATA VALLEY RD,E1740795  N5983600,Both,2019/2/20,1626,1502,1226,1153,181,,144,,171,,80%,2%,7%,2%,7%,16%
CLARKS BEACH RD HC-WK1,FARLEY RD,WHARF RD (POWERPOLE RHS),E1753659  N5888532,Both,2018/12/24,2447,2489,2586,2602,198,,282,,264,,89%,3%,8%,0%,0%,8%
CLARKS BEACH RD HC-WK2,FARLEY RD,WHARF RD (POWERPOLE RHS),E1753659  N5888532,Both,2018/12/31,2378,2455,2734,2560,194,,250,,269,,88%,3%,8%,0%,0%,8%
GLENBROOK BEACH RD HC-WK1,BROOKSIDE RD CULVERT RHS,BEACH RD,E1754213  N5881970,Both,2018/12/24,1013,1006,1007,969,91,,105,,109,,88%,3%,8%,0%,0%,9%
GLENBROOK BEACH RD HC-WK2,BROOKSIDE RD CULVERT RHS,BEACH RD,E1754213  N5881970,Both,2018/12/31,969,982,1110,920,72,,117,,107,,87%,3%,8%,0%,0%,9%
JACK LACHLAN DR HC-WK1,ROAD NARROWS,KIBBLEWHITE AVE,E1778768  N5914697,Both,2018/12/24,1327,1355,1395,1453,125,,173,,159,,94%,1%,4%,0%,0%,4%
JACK LACHLAN DR HC-WK2,ROAD NARROWS,KIBBLEWHITE AVE,E1778768  N5914697,Both,2018/12/31,1314,1374,1493,1556,111,,168,,159,,94%,1%,4%,0%,0%,5%
KAWAKAWA BAY COAST RD HC-WK1,TE PAPA RD,END,E1794338  N5909758,Both,2018/12/24,308,398,519,728,20,,108,,99,,95%,1%,2%,0%,0%,2%
KAWAKAWA BAY COAST RD HC-WK2,TE PAPA RD,END,E1794338  N5909758,Both,2018/12/31,512,562,780,592,35,,118,,116,,95%,1%,2%,0%,0%,2%
WHITFORD-MARAETAI RD HC-WK1,TRIG RD,TURANGA RD (SUMP RHS),E1775671  N5909852,Both,2018/12/24,10129,10219,10223,10664,729,,1051,,1041,,91%,2%,6%,0%,0%,7%
WHITFORD-MARAETAI RD HC-WK2,TRIG RD,TURANGA RD (SUMP RHS),E1775671  N5909852,Both,2018/12/31,9807,10227,11815,10738,686,,1099,,1132,,92%,2%,6%,0%,0%,6%
BETHELLS RD (HC-1),WAIRERE RD,DUFFY RD,E1735875  N5919893,Both,2018/12/22,1144,1177,1359,1162,85,,142,,142,,95%,1%,2%,0%,0%,2%
BETHELLS RD (PVT),WAIRERE RD,DUFFY RD,E1735875  N5919893,Both,2018/12/29,1148,987,1151,18,78,,131,,131,,93%,1%,3%,0%,0%,4%
BIRKENHEAD AVE,WARATAH ST,RECREATION DR,E1753910  N5925292,Both,2018/11/6,22892,21814,20877,17362,1779,,1741,,2003,,95%,0%,2%,1%,0%,3%
BIRKENHEAD AVE,ZION RD,WARATAH ST,E1753927  N5925014,Both,2018/11/6,22773,21756,20945,17479,1734,,1699,,1943,,96%,0%,1%,1%,0%,3%
BURBANK AVE,ARNWOOD ST,CARBERY PL,E1766361  N5901176,Both,2018/12/2,3430,3238,3064,2451,334,,244,,364,,98%,0%,1%,0%,0%,1%
EAST COAST RD (TAKA-GLENFIELD-E.C,GALAXY RD,SUNSET RD,E1755393  N5931788,Both,2018/11/6,23191,21955,21377,16352,2105,,2200,,1927,,95%,1%,2%,1%,0%,3%
EAST COAST RD (TAKA-GLENFIELD-E.C,SUNSET RD,CONSTELLATION DR,E1755325  N5931868,Both,2018/11/6,28908,26993,24816,19593,2455,,2510,,2673,,93%,1%,1%,2%,1%,4%
GOWING DR,MONKTON PL (LIGHTPOLE RHS),WORCESTER RD (AT TEE),E1764309  N5917782,Both,2019/2/22,2667,2591,2511,2287,307,,230,,321,,89%,0%,9%,1%,0%,10%
GOWING DR,RIPON CRES,HOUGHTON ST,E1763596  N5918288,Both,2019/2/22,1451,1423,1385,1319,170,,128,,152,,94%,0%,4%,0%,0%,5%
GOWING DR,TIPENE PL,CRUICKSHANK CRES,E1763365  N5918139,Both,2019/2/22,1573,1556,1552,1478,163,,134,,166,,93%,0%,5%,0%,0%,5%
GOWING DR,WORCESTER RD (AT TEE),HAWKINS ST,E1764016  N5918068,Both,2019/2/22,1567,1521,1447,1365,182,,131,,175,,93%,0%,4%,1%,0%,5%
MAY RD (MT ROSKILL),GIFFORD AVE,MEMORIAL AVE,E1754926  N5914322,Both,2018/8/22,11261,10876,10926,8904,890,,855,,1023,,97%,0%,1%,0%,0%,2%
MAY RD (MT ROSKILL),MEMORIAL AVE,DENNY AVE,E1754806  N5914158,Both,2018/8/22,13217,12705,12632,10218,1184,,991,,1294,,94%,0%,1%,2%,0%,3%
MAY RD (MT ROSKILL),MOTORWAY OVERBRIDGE (1ST ABUTMENT),MOTORWAY OVERBRIDGE (2ND ABUTMENT),E1754516  N5913748,Both,2018/8/21,18950,18004,17019,14255,1561,,1382,,1701,,95%,0%,2%,2%,1%,4%
